"applicant_id","applicant_date","applicant_time","cust_id","applicant_income","coapplicant_income","credit_history","property_area","loan_amount","loan_amount_term","loan_account_id"
"LP002245","20230923","111550","CI00000612","2896","0","1.00","Urban","80","480","LA3333000612"
"LP002250","20230923","131421","CI00000613","5488","0","1.00","Rural","125","360","LA3333000613"
"LP002253","20230923","142728","CI00000614","5062","0","1.00","Rural","152","300","LA3333000614"
"LP002255","20230923","152512","CI00000615","9167","0","1.00","Rural","185","360","LA3333000615"
"LP002256","20230923","103050","CI00000616","5184","0","0.00","Semiurban","187","360","LA3333000616"
"LP002257","20230924","115520","CI00000617","2545","0","1.00","Urban","74","360","LA3333000617"
"LP002262","20230924","131011","CI00000618","9504","0","1.00","Rural","275","360","LA3333000618"
"LP002263","20230924","140555","CI00000619","2583","2115","0.00","Urban","120","360","LA3333000619"
"LP002264","20230924","154707","CI00000620","2553","1768","1.00","Urban","102","360","LA3333000620"
"LP002265","20230924","101052","CI00000621","1993","1625","1.00","Semiurban","113","180","LA3333000621"
"LP002266","20230924","114513","CI00000622","3100","1400","1.00","Urban","113","360","LA3333000622"
"LP002270","20230925","132149","CI00000623","3436","3809","1.00","Rural","100","360","LA3333000623"
"LP002272","20230925","143428","CI00000624","3276","484","0.00","Semiurban","135","360","LA3333000624"
"LP002277","20230925","153549","CI00000625","3180","0","0.00","Urban","71","360","LA3333000625"
"LP002279","20230925","095512","CI00000626","2412","2755","1.00","Rural","130","360","LA3333000626"
"LP002281","20230925","111550","CI00000627","3033","1459","1.00","Urban","95","360","LA3333000627"
"LP002284","20230926","131421","CI00000628","3902","1666","1.00","Rural","109","360","LA3333000628"
"LP002286","20230926","142728","CI00000629","5180","0","0.00","Urban","125","360","LA3333000629"
"LP002287","20230926","152512","CI00000630","1500","1800","0.00","Semiurban","103","360","LA3333000630"
"LP002288","20230926","103050","CI00000631","2889","0","0.00","Urban","45","180","LA3333000631"
"LP002294","20230926","115520","CI00000632","14911","14507","1.00","Semiurban","130","360","LA3333000632"
"LP002296","20230926","131011","CI00000633","2755","0","1.00","Rural","65","300","LA3333000633"
"LP002297","20230927","140555","CI00000634","2500","20000","1.00","Semiurban","103","360","LA3333000634"
"LP002298","20230927","154707","CI00000635","2860","2988","1.00","Urban","138","360","LA3333000635"
"LP002300","20230927","101052","CI00000636","1963","0","1.00","Semiurban","53","360","LA3333000636"
"LP002301","20230927","114513","CI00000637","7441","0","1.00","Rural","194","360","LA3333000637"
"LP002305","20230927","132149","CI00000638","4547","0","1.00","Semiurban","115","360","LA3333000638"
"LP002306","20230928","143428","CI00000639","1173","1594","1.00","Rural","28","180","LA3333000639"
"LP002308","20230928","153549","CI00000640","2167","2400","1.00","Urban","115","360","LA3333000640"
"LP002310","20230928","095512","CI00000641","7600","0","1.00","Semiurban","92","360","LA3333000641"
"LP002311","20230928","111550","CI00000642","2157","1788","1.00","Urban","104","360","LA3333000642"
"LP002314","20230928","131421","CI00000643","2213","0","1.00","Rural","66","360","LA3333000643"
"LP002315","20230929","142728","CI00000644","8300","0","0.00","Semiurban","152","300","LA3333000644"
"LP002316","20230929","152512","CI00000645","2231","2774","0.00","Urban","176","360","LA3333000645"
"LP002317","20230929","103050","CI00000646","81000","0","0.00","Rural","360","360","LA3333000646"
"LP002318","20230929","115520","CI00000647","3867","0","1.00","Semiurban","62","360","LA3333000647"
"LP002319","20230929","131011","CI00000648","6256","0","0.00","Urban","160","360","LA3333000648"
"LP002321","20230929","140555","CI00000649","2274","5211","0.00","Semiurban","117","360","LA3333000649"
"LP002325","20230930","154707","CI00000650","6166","13983","1.00","Rural","102","360","LA3333000650"
"LP002326","20230930","101052","CI00000651","2513","1110","1.00","Semiurban","107","360","LA3333000651"
"LP002328","20230930","114513","CI00000652","6096","0","0.00","Rural","218","360","LA3333000652"
"LP002329","20230930","132149","CI00000653","4333","0","1.00","Urban","66","480","LA3333000653"
"LP002332","20230930","143428","CI00000654","2253","2033","1.00","Rural","110","360","LA3333000654"
"LP002333","20231001","153549","CI00000655","3844","0","1.00","Urban","105","360","LA3333000655"
"LP002335","20231001","095512","CI00000656","2149","3237","0.00","Semiurban","178","360","LA3333000656"
"LP002337","20231001","111550","CI00000657","2995","0","1.00","Urban","60","360","LA3333000657"
"LP002339","20231001","131421","CI00000658","3887","1517","0.00","Semiurban","105","360","LA3333000658"
"LP002341","20231001","142728","CI00000659","2600","0","1.00","Urban","160","360","LA3333000659"
"LP002342","20231002","152512","CI00000660","1600","20000","1.00","Urban","239","360","LA3333000660"
"LP002344","20231002","103050","CI00000661","3510","828","1.00","Semiurban","105","360","LA3333000661"
"LP002345","20231002","115520","CI00000662","1025","2773","1.00","Rural","112","360","LA3333000662"
"LP002346","20231002","131011","CI00000663","2539","1704","0.00","Rural","125","360","LA3333000663"
"LP002347","20231002","140555","CI00000664","3246","1417","1.00","Semiurban","138","360","LA3333000664"
"LP002348","20231003","154707","CI00000665","5829","0","1.00","Rural","138","360","LA3333000665"
"LP002354","20231003","101052","CI00000666","2107","0","1.00","Semiurban","64","360","LA3333000666"
"LP002355","20231003","114513","CI00000667","3186","3145","0.00","Semiurban","150","180","LA3333000667"
"LP002357","20231003","132149","CI00000668","2720","0","0.00","Urban","80",\N,"LA3333000668"
"LP002358","20231003","143428","CI00000669","5000","2166","1.00","Urban","150","360","LA3333000669"
"LP002360","20231004","153549","CI00000670","10000","0","1.00","Urban",\N,"360","LA3333000670"
"LP002361","20231004","095512","CI00000671","1820","1719","1.00","Urban","100","360","LA3333000671"
"LP002362","20231004","111550","CI00000672","7250","1667","0.00","Urban","110",\N,"LA3333000672"
"LP002364","20231004","131421","CI00000673","14880","0","1.00","Semiurban","96","360","LA3333000673"
"LP002366","20231004","142728","CI00000674","2666","4300","1.00","Rural","121","360","LA3333000674"
"LP002367","20231004","152512","CI00000675","4606","0","1.00","Rural","81","360","LA3333000675"
"LP002368","20231005","103050","CI00000676","5935","0","1.00","Semiurban","133","360","LA3333000676"
"LP002369","20231005","115520","CI00000677","2920","16","1.00","Rural","87","360","LA3333000677"
"LP002370","20231005","131011","CI00000678","2717","0","1.00","Urban","60","180","LA3333000678"
"LP002375","20231005","140555","CI00000679","3943","0","1.00","Semiurban","64","360","LA3333000679"
"LP002376","20231005","154707","CI00000680","2925","0","1.00","Rural","40","180","LA3333000680"
"LP002377","20231006","101052","CI00000681","8624","0","1.00","Semiurban","150","360","LA3333000681"
"LP002379","20231006","114513","CI00000682","6500","0","0.00","Rural","105","360","LA3333000682"
"LP002383","20231006","132149","CI00000683","3242","437","0.00","Urban","142","480","LA3333000683"
"LP002385","20231006","143428","CI00000684","3863","0","1.00","Semiurban","70","300","LA3333000684"
"LP002386","20231006","153549","CI00000685","12876","0","1.00","Semiurban","405","360","LA3333000685"
"LP002387","20231006","095512","CI00000686","2425","2340","1.00","Semiurban","143","360","LA3333000686"
"LP002389","20231007","111550","CI00000687","4028","0","1.00","Semiurban","131","360","LA3333000687"
"LP002390","20231007","131421","CI00000688","3750","0","1.00","Urban","100","360","LA3333000688"
"LP002393","20231007","142728","CI00000689","10047","0","1.00","Semiurban",\N,"240","LA3333000689"
"LP002394","20231007","152512","CI00000690","4010","1025","1.00","Urban","120","360","LA3333000690"
"LP002397","20231007","103050","CI00000691","3719","1585","1.00","Urban","114","360","LA3333000691"
"LP002398","20231008","115520","CI00000692","1926","1851","1.00","Semiurban","50","360","LA3333000692"
"LP002399","20231008","131011","CI00000693","2858","0","0.00","Rural","123","360","LA3333000693"
"LP002400","20231008","140555","CI00000694","3833","0","1.00","Rural","92","360","LA3333000694"
"LP002401","20231008","154707","CI00000695","2213","1125","1.00","Urban",\N,"360","LA3333000695"
"LP002402","20231008","101052","CI00000696","3333","4288","1.00","Urban","160","360","LA3333000696"
"LP002403","20231009","114513","CI00000697","10416","0","0.00","Urban","187","360","LA3333000697"
"LP002407","20231009","132149","CI00000698","7142","0","1.00","Rural","138","360","LA3333000698"
"LP002408","20231009","143428","CI00000699","3660","5064","1.00","Semiurban","187","360","LA3333000699"
"LP002409","20231009","153549","CI00000700","7901","1833","1.00","Rural","180","360","LA3333000700"
"LP002412","20231009","095512","CI00000701","3007","3725","1.00","Rural","151","360","LA3333000701"
"LP002415","20231009","111550","CI00000702","1850","4583","0.00","Rural","81","360","LA3333000702"
"LP002417","20231010","131421","CI00000703","2792","2619","1.00","Semiurban","171","360","LA3333000703"
"LP002418","20231010","142728","CI00000704","4707","1993","1.00","Semiurban","148","360","LA3333000704"
"LP002420","20231010","152512","CI00000705","2982","1550","1.00","Semiurban","110","360","LA3333000705"
"LP002422","20231010","103050","CI00000706","37719","0","1.00","Semiurban","152","360","LA3333000706"
"LP002424","20231010","115520","CI00000707","7333","8333","0.00","Rural","175","300","LA3333000707"
"LP002425","20231011","131011","CI00000708","3417","738","0.00","Rural","100","360","LA3333000708"
"LP002429","20231011","140555","CI00000709","3466","1210","1.00","Rural","130","360","LA3333000709"
"LP002433","20231011","154707","CI00000710","18840","0","1.00","Rural","234","360","LA3333000710"
"LP002434","20231011","101052","CI00000711","4652","0","1.00","Rural","110","360","LA3333000711"
"LP002435","20231011","114513","CI00000712","3539","1376","1.00","Rural","55","360","LA3333000712"
"LP002440","20231012","132149","CI00000713","2995","1120","1.00","Rural","184","360","LA3333000713"
"LP002441","20231012","143428","CI00000714","3579","3308","0.00","Semiurban","138","360","LA3333000714"
"LP002442","20231012","153549","CI00000715","3835","1400","0.00","Urban","112","480","LA3333000715"
"LP002443","20231012","095512","CI00000716","3340","1710","0.00","Rural","150","360","LA3333000716"
"LP002444","20231012","111550","CI00000717","2769","1542","0.00","Semiurban","190","360","LA3333000717"
"LP002445","20231013","131421","CI00000718","3854","3575","1.00","Rural","117","360","LA3333000718"
"LP002446","20231013","142728","CI00000719","2309","1255","0.00","Rural","125","360","LA3333000719"
"LP002447","20231013","152512","CI00000720","1958","1456","0.00","Urban","60","300","LA3333000720"
"LP002448","20231013","103050","CI00000721","3948","1733","0.00","Rural","149","360","LA3333000721"
"LP002449","20231013","115520","CI00000722","2483","2466","0.00","Rural","90","180","LA3333000722"
"LP002450","20231014","131011","CI00000723","5833","750","0.00","Rural","49","360","LA3333000723"
"LP002453","20231014","140555","CI00000724","7085","0","1.00","Semiurban","84","360","LA3333000724"
"LP002455","20231014","154707","CI00000725","3859","0","1.00","Semiurban","96","360","LA3333000725"
"LP002459","20231014","101052","CI00000726","4301","0","1.00","Urban","118","360","LA3333000726"
"LP002467","20231014","114513","CI00000727","3708","2569","1.00","Urban","173","360","LA3333000727"
"LP002471","20231014","132149","CI00000728","3508","0","1.00","Rural","99","360","LA3333000728"
"LP002472","20231015","143428","CI00000729","4354","0","1.00","Rural","136","360","LA3333000729"
"LP002473","20231015","153549","CI00000730","8334","0","1.00","Semiurban","160","360","LA3333000730"
"LP002476","20231015","095512","CI00000731","1635","2444","1.00","Urban","99","360","LA3333000731"
"LP002478","20231015","111550","CI00000732","2083","4083","0.00","Semiurban","160","360","LA3333000732"
"LP002482","20231015","131421","CI00000733","3333","3916","1.00","Rural","212","360","LA3333000733"
"LP002484","20231015","142728","CI00000734","7740","0","1.00","Urban","128","180","LA3333000734"
"LP002485","20231016","152512","CI00000735","24797","0","1.00","Semiurban","240","360","LA3333000735"
"LP002487","20231016","103050","CI00000736","3015","2188","1.00","Rural","153","360","LA3333000736"
"LP002489","20231016","115520","CI00000737","5191","0","1.00","Semiurban","132","360","LA3333000737"
"LP002493","20231016","131011","CI00000738","4166","0","0.00","Semiurban","98","360","LA3333000738"
"LP002494","20231016","140555","CI00000739","6000","0","1.00","Rural","140","360","LA3333000739"
"LP002495","20231016","154707","CI00000740","5667","440","0.00","Semiurban","130","360","LA3333000740"
"LP002496","20231017","101052","CI00000741","3500","0","0.00","Semiurban","94","360","LA3333000741"
"LP002500","20231017","114513","CI00000742","2947","1664","0.00","Urban","70","180","LA3333000742"
"LP002501","20231017","132149","CI00000743","16692","0","1.00","Semiurban","110","360","LA3333000743"
"LP002502","20231017","143428","CI00000744","210","2917","1.00","Semiurban","98","360","LA3333000744"
"LP002505","20231017","153549","CI00000745","4333","2451","1.00","Urban","110","360","LA3333000745"
"LP002515","20231018","095512","CI00000746","3450","2079","1.00","Semiurban","162","360","LA3333000746"
"LP002517","20231018","111550","CI00000747","2653","1500","0.00","Rural","113","180","LA3333000747"
"LP002519","20231018","131421","CI00000748","4691","0","1.00","Semiurban","100","360","LA3333000748"
"LP002522","20231018","142728","CI00000749","2500","0","0.00","Urban","93","360","LA3333000749"
"LP002523","20231018","152512","CI00000750","2773","1497","1.00","Semiurban","108","360","LA3333000750"
"LP002524","20231019","103050","CI00000751","5532","4648","1.00","Rural","162","360","LA3333000751"
"LP002527","20231019","115520","CI00000752","16525","1014","1.00","Rural","150","360","LA3333000752"
"LP002529","20231019","131011","CI00000753","6700","1750","1.00","Semiurban","230","300","LA3333000753"
"LP002530","20231019","140555","CI00000754","2873","1872","0.00","Semiurban","132","360","LA3333000754"
"LP002531","20231019","154707","CI00000755","16667","2250","1.00","Semiurban","86","360","LA3333000755"
"LP002533","20231019","101052","CI00000756","2947","1603","1.00","Urban",\N,"360","LA3333000756"
"LP002534","20231020","114513","CI00000757","4350","0","1.00","Rural","154","360","LA3333000757"
"LP002536","20231020","132149","CI00000758","3095","0","1.00","Rural","113","360","LA3333000758"
"LP002537","20231020","143428","CI00000759","2083","3150","1.00","Semiurban","128","360","LA3333000759"
"LP002541","20231020","153549","CI00000760","10833","0","1.00","Semiurban","234","360","LA3333000760"
"LP002542","20231020","095512","CI00000761","6500","0","1.00","Urban","144","360","LA3333000761"
"LP002543","20231021","111550","CI00000762","8333","0","1.00","Semiurban","246","360","LA3333000762"
"LP002544","20231021","131421","CI00000763","1958","2436","1.00","Rural","131","360","LA3333000763"
"LP002545","20231021","142728","CI00000764","3547","0","0.00","Rural","80","360","LA3333000764"
"LP002547","20231021","152512","CI00000765","18333","0","1.00","Urban","500","360","LA3333000765"
"LP002550","20231021","103050","CI00000766","5769","0","1.00","Semiurban","110","180","LA3333000766"
"LP002551","20231022","115520","CI00000767","3634","910","0.00","Semiurban","176","360","LA3333000767"
"LP002553","20231022","131011","CI00000768","29167","0","1.00","Semiurban","185","360","LA3333000768"
"LP002554","20231022","140555","CI00000769","2166","2057","1.00","Semiurban","122","360","LA3333000769"
"LP002555","20231022","154707","CI00000770","4583","2083","1.00","Semiurban","160","360","LA3333000770"
"LP002556","20231022","101052","CI00000771","2435","0","1.00","Urban","75","360","LA3333000771"
"LP002560","20231023","114513","CI00000772","2699","2785","0.00","Semiurban","96","360","LA3333000772"
"LP002561","20231023","132149","CI00000773","5000","0","1.00","Rural","126","360","LA3333000773"
"LP002562","20231023","143428","CI00000774","5333","1131","0.00","Urban","186","360","LA3333000774"
"LP002566","20231023","153549","CI00000775","5530","0","0.00","Urban","135","360","LA3333000775"
"LP002568","20231023","095512","CI00000776","9000","0","1.00","Rural","122","360","LA3333000776"
"LP002570","20231024","111550","CI00000777","10000","11666","1.00","Urban","460","360","LA3333000777"
"LP002571","20231024","131421","CI00000778","3691","0","1.00","Rural","110","360","LA3333000778"
"LP002572","20231024","142728","CI00000779","8750","0","1.00","Urban","297","360","LA3333000779"
"LP002581","20231024","152512","CI00000780","2157","2730","0.00","Rural","140","360","LA3333000780"
"LP002582","20231024","103050","CI00000781","17263","0","1.00","Semiurban","225","360","LA3333000781"
"LP002584","20231024","115520","CI00000782","1972","4347","1.00","Rural","106","360","LA3333000782"
"LP002585","20231025","131011","CI00000783","3597","2157","0.00","Rural","119","360","LA3333000783"
"LP002586","20231025","140555","CI00000784","3326","913","1.00","Semiurban","105","84","LA3333000784"
"LP002587","20231025","154707","CI00000785","2600","1700","1.00","Rural","107","360","LA3333000785"
"LP002588","20231025","101052","CI00000786","4625","2857","0.00","Urban","111","12","LA3333000786"
"LP002592","20231025","114513","CI00000787","4983","0","1.00","Urban","141","360","LA3333000787"
"LP002593","20231026","132149","CI00000788","8333","4000","1.00","Urban",\N,"360","LA3333000788"
"LP002599","20231026","143428","CI00000789","3667","2000","1.00","Semiurban","170","360","LA3333000789"
"LP002600","20231026","153549","CI00000790","2895","0","1.00","Semiurban","95","360","LA3333000790"
"LP002602","20231026","095512","CI00000791","6283","4416","0.00","Rural","209","360","LA3333000791"
"LP002603","20231026","111550","CI00000792","645","3683","1.00","Rural","113","480","LA3333000792"
"LP002604","20231026","131421","CI00000793","3166","2833","1.00","Urban","145","360","LA3333000793"
"LP002605","20231027","142728","CI00000794","3271","0","1.00","Rural","90","360","LA3333000794"
"LP002606","20231027","152512","CI00000795","3159","0","1.00","Semiurban","100","360","LA3333000795"
"LP002609","20231027","103050","CI00000796","2241","2000","0.00","Urban","88","360","LA3333000796"
"LP002610","20231027","115520","CI00000797","1792","2565","1.00","Urban","128","360","LA3333000797"
"LP002612","20231027","131011","CI00000798","2666","0","1.00","Semiurban","84","480","LA3333000798"
"LP002614","20231028","140555","CI00000799","6478","0","1.00","Semiurban","108","360","LA3333000799"
"LP002615","20231028","154707","CI00000800","4865","5624","1.00","Semiurban","208","360","LA3333000800"
"LP002618","20231028","101052","CI00000801","4050","5302","0.00","Rural","138","360","LA3333000801"
"LP002619","20231028","114513","CI00000802","3814","1483","1.00","Semiurban","124","300","LA3333000802"
"LP002622","20231028","132149","CI00000803","3510","4416","1.00","Rural","243","360","LA3333000803"
"LP002624","20231029","143428","CI00000804","20833","6667","0.00","Urban","480","360","LA3333000804"
"LP002625","20231029","153549","CI00000805","3583","0","1.00","Urban","96","360","LA3333000805"
"LP002626","20231029","095512","CI00000806","2479","3013","1.00","Urban","188","360","LA3333000806"
"LP002630","20231029","111550","CI00000807","3808","0","1.00","Rural","83","360","LA3333000807"
"LP002634","20231029","131421","CI00000808","13262","0","1.00","Urban","40","360","LA3333000808"
"LP002635","20231029","142728","CI00000809","3729","0","1.00","Semiurban","117","360","LA3333000809"
"LP002637","20231030","152512","CI00000810","3598","1287","1.00","Rural","100","360","LA3333000810"
"LP002639","20231030","103050","CI00000811","4120","0","1.00","Rural","128","360","LA3333000811"
"LP002640","20231030","115520","CI00000812","6065","2004","1.00","Semiurban","250","360","LA3333000812"
"LP002643","20231030","131011","CI00000813","3283","2035","1.00","Urban","148","360","LA3333000813"
"LP002644","20231030","140555","CI00000814","7500","0","1.00","Urban","75","360","LA3333000814"
"LP002648","20231031","154707","CI00000815","2130","6666","1.00","Semiurban","70","180","LA3333000815"
"LP002651","20231031","101052","CI00000816","6300","0","0.00","Urban","125","360","LA3333000816"
"LP002652","20231031","114513","CI00000817","5815","3666","1.00","Rural","311","360","LA3333000817"
"LP002654","20231031","132149","CI00000818","14987","0","1.00","Rural","177","360","LA3333000818"
"LP002657","20231031","143428","CI00000819","570","2125","1.00","Rural","68","360","LA3333000819"
"LP002659","20231031","153549","CI00000820","3466","3428","1.00","Rural","150","360","LA3333000820"
"LP002670","20231031","095512","CI00000821","2031","1632","1.00","Semiurban","113","480","LA3333000821"
"LP002682","20231101","111550","CI00000822","3074","1800","0.00","Semiurban","123","360","LA3333000822"
"LP002683","20231101","131421","CI00000823","4683","1915","1.00","Semiurban","185","360","LA3333000823"
"LP002684","20231101","142728","CI00000824","3400","0","1.00","Rural","95","360","LA3333000824"
"LP002689","20231101","152512","CI00000825","2192","1742","1.00","Semiurban","45","360","LA3333000825"
"LP002690","20231101","103050","CI00000826","2500","0","1.00","Semiurban","55","360","LA3333000826"
"LP002692","20231102","115520","CI00000827","5677","1424","1.00","Rural","100","360","LA3333000827"
"LP002693","20231102","131011","CI00000828","7948","7166","1.00","Rural","480","360","LA3333000828"
"LP002697","20231102","140555","CI00000829","4680","2087","1.00","Semiurban",\N,"360","LA3333000829"
"LP002699","20231102","154707","CI00000830","17500","0","1.00","Rural","400","360","LA3333000830"
"LP002705","20231102","101052","CI00000831","3775","0","1.00","Semiurban","110","360","LA3333000831"
"LP002706","20231103","114513","CI00000832","5285","1430","0.00","Semiurban","161","360","LA3333000832"
"LP002711","20231103","132149","CI00000833","2600","700","1.00","Semiurban","96","360","LA3333000833"
"LP002712","20231103","143428","CI00000834","2733","1083","0.00","Semiurban","180","360","LA3333000834"
"LP002714","20231103","153549","CI00000835","2679","1302","1.00","Semiurban","94","360","LA3333000835"
"LP002716","20231103","095512","CI00000836","6783","0","1.00","Semiurban","130","360","LA3333000836"
"LP002717","20231104","111550","CI00000837","1025","5500","0.00","Rural","216","360","LA3333000837"
"LP002720","20231104","131421","CI00000838","4281","0","1.00","Urban","100","360","LA3333000838"
"LP002721","20231104","142728","CI00000839","7500","0","1.00","Rural","183","360","LA3333000839"
"LP002723","20231104","152512","CI00000840","3588","0","0.00","Rural","110","360","LA3333000840"
"LP002729","20231104","103050","CI00000841","11250","0","0.00","Semiurban","196","360","LA3333000841"
"LP002731","20231104","115520","CI00000842","18165","0","1.00","Urban","125","360","LA3333000842"
"LP002732","20231105","131011","CI00000843","2550","2042","1.00","Rural","126","360","LA3333000843"
"LP002734","20231105","140555","CI00000844","6133","3906","1.00","Urban","324","360","LA3333000844"
"LP002735","20231105","154707","CI00000845","3859","0","1.00","Rural","121","360","LA3333000845"
"LP002738","20231105","101052","CI00000846","3617","0","1.00","Semiurban","107","360","LA3333000846"
"LP002739","20231105","114513","CI00000847","2917","536","1.00","Rural","66","360","LA3333000847"
"LP002740","20231106","132149","CI00000848","6417","0","1.00","Rural","157","180","LA3333000848"
"LP002741","20231106","143428","CI00000849","4608","2845","1.00","Semiurban","140","180","LA3333000849"
"LP002743","20231106","153549","CI00000850","2138","0","0.00","Semiurban","99","360","LA3333000850"
"LP002744","20231106","095512","CI00000851","6825","0","1.00","Rural","162","360","LA3333000851"
"LP002745","20231106","111550","CI00000852","3708","4700","1.00","Semiurban","132","360","LA3333000852"
"LP002746","20231106","131421","CI00000853","5314","0","1.00","Urban","147","360","LA3333000853"
"LP002747","20231107","142728","CI00000854","2366","5272","0.00","Rural","153","360","LA3333000854"
"LP002753","20231107","152512","CI00000855","3652","0","1.00","Semiurban","95","360","LA3333000855"
"LP002754","20231107","103050","CI00000856","2066","2108","1.00","Urban","104","84","LA3333000856"
"LP002755","20231107","115520","CI00000857","2239","2524","1.00","Urban","128","360","LA3333000857"
"LP002757","20231107","131011","CI00000858","3017","663","0.00","Semiurban","102","360","LA3333000858"
"LP002759","20231108","140555","CI00000859","5000","0","1.00","Rural","149","360","LA3333000859"
"LP002760","20231108","154707","CI00000860","3767","0","1.00","Urban","134","300","LA3333000860"
"LP002766","20231108","101052","CI00000861","7859","879","1.00","Semiurban","165","180","LA3333000861"
"LP002767","20231108","114513","CI00000862","2768","1950","1.00","Rural","155","360","LA3333000862"
"LP002768","20231108","132149","CI00000863","3358","0","1.00","Semiurban","80","36","LA3333000863"
"LP002769","20231109","143428","CI00000864","4283","0","1.00","Rural","120","360","LA3333000864"
"LP002772","20231109","153549","CI00000865","2526","1783","1.00","Rural","145","360","LA3333000865"
"LP002774","20231109","095512","CI00000866","1700","2900","0.00","Urban","67","360","LA3333000866"
"LP002775","20231109","111550","CI00000867","4768","0","1.00","Rural","125","360","LA3333000867"
"LP002776","20231109","131421","CI00000868","5000","0","0.00","Semiurban","103","360","LA3333000868"
"LP002777","20231109","142728","CI00000869","2785","2016","1.00","Rural","110","360","LA3333000869"
"LP002778","20231110","152512","CI00000870","6633","0","0.00","Rural",\N,"360","LA3333000870"
"LP002781","20231110","103050","CI00000871","3083","2738","1.00","Urban","120","360","LA3333000871"
"LP002782","20231110","115520","CI00000872","2667","1542","1.00","Rural","148","360","LA3333000872"
"LP002784","20231110","131011","CI00000873","2492","2375","1.00","Rural",\N,"360","LA3333000873"
"LP002785","20231110","140555","CI00000874","3333","3250","1.00","Urban","158","360","LA3333000874"
"LP002786","20231111","154707","CI00000875","1647","1762","1.00","Urban","181","360","LA3333000875"
"LP002788","20231111","101052","CI00000876","2454","2333","0.00","Urban","181","360","LA3333000876"
"LP002789","20231111","114513","CI00000877","3593","4266","0.00","Rural","132","180","LA3333000877"
"LP002790","20231111","132149","CI00000878","3400","0","1.00","Urban","80","120","LA3333000878"
"LP002791","20231111","143428","CI00000879","16000","5000","1.00","Semiurban","40","360","LA3333000879"
"LP002792","20231112","153549","CI00000880","5468","1032","1.00","Semiurban","26","360","LA3333000880"
"LP002793","20231112","095512","CI00000881","5333","0","1.00","Rural","90","360","LA3333000881"
"LP002794","20231112","111550","CI00000882","2667","1625","0.00","Urban","84","360","LA3333000882"
"LP002795","20231112","131421","CI00000883","10139","0","1.00","Semiurban","260","360","LA3333000883"
"LP002798","20231112","142728","CI00000884","3887","2669","1.00","Semiurban","162","360","LA3333000884"
"LP002802","20231113","152512","CI00000885","2875","2416","0.00","Semiurban","95","6","LA3333000885"
"LP002803","20231113","103050","CI00000886","2600","618","1.00","Semiurban","122","360","LA3333000886"
"LP002804","20231113","115520","CI00000887","4180","2306","1.00","Semiurban","182","360","LA3333000887"
"LP002805","20231113","131011","CI00000888","5041","700","1.00","Urban","150","360","LA3333000888"
"LP002806","20231113","140555","CI00000889","6958","1411","1.00","Rural","150","360","LA3333000889"
"LP002807","20231114","154707","CI00000890","3675","242","1.00","Semiurban","108","360","LA3333000890"
"LP002813","20231114","101052","CI00000891","19484","0","1.00","Semiurban","600","360","LA3333000891"
"LP002816","20231114","114513","CI00000892","3500","1658","0.00","Semiurban","104","360","LA3333000892"
"LP002820","20231114","132149","CI00000893","5923","2054","1.00","Rural","211","360","LA3333000893"
"LP002821","20231114","143428","CI00000894","5800","0","1.00","Semiurban","132","360","LA3333000894"
"LP002823","20231114","153549","CI00000895","5509","0","1.00","Rural","143","360","LA3333000895"
"LP002825","20231115","095512","CI00000896","9699","0","1.00","Urban","300","360","LA3333000896"
"LP002826","20231115","111550","CI00000897","3621","2717","1.00","Urban","171","360","LA3333000897"
"LP002832","20231115","131421","CI00000898","8799","0","0.00","Urban","258","360","LA3333000898"
"LP002833","20231115","142728","CI00000899","4467","0","0.00","Rural","120","360","LA3333000899"
"LP002836","20231115","152512","CI00000900","3333","0","1.00","Urban","70","360","LA3333000900"
"LP002837","20231115","111550","CI00000901","3400","2500","0.00","Rural","123","360","LA3333000901"
"LP002840","20231116","131421","CI00000902","2378","0","1.00","Urban","9","360","LA3333000902"
"LP002841","20231116","142728","CI00000903","3166","2064","0.00","Urban","104","360","LA3333000903"
"LP002842","20231116","152512","CI00000904","3417","1750","1.00","Urban","186","360","LA3333000904"
"LP002843","20231116","103050","CI00000905","4709","0","1.00","Semiurban","113","360","LA3333000905"
"LP002847","20231116","115520","CI00000906","5116","1451","0.00","Urban","165","360","LA3333000906"
"LP002849","20231116","131011","CI00000907","1516","1951","1.00","Semiurban","35","360","LA3333000907"
"LP002850","20231117","140555","CI00000908","2400","0","1.00","Urban","46","360","LA3333000908"
"LP002853","20231117","154707","CI00000909","3015","2000","0.00","Urban","145","360","LA3333000909"
"LP002855","20231117","101052","CI00000910","16666","0","1.00","Urban","275","360","LA3333000910"
"LP002856","20231117","114513","CI00000911","2292","1558","1.00","Urban","119","360","LA3333000911"
"LP002857","20231117","132149","CI00000912","2360","3355","1.00","Rural","87","240","LA3333000912"
"LP002858","20231118","143428","CI00000913","4333","2333","0.00","Rural","162","360","LA3333000913"
"LP002860","20231118","153549","CI00000914","2623","4831","1.00","Semiurban","122","180","LA3333000914"
"LP002862","20231118","095512","CI00000915","6125","1625","1.00","Semiurban","187","480","LA3333000915"
"LP002863","20231118","111550","CI00000916","6406","0","1.00","Semiurban","150","360","LA3333000916"
"LP002867","20231118","131421","CI00000917","3972","4275","1.00","Rural","187","360","LA3333000917"
"LP002868","20231119","142728","CI00000918","3159","461","1.00","Urban","108","84","LA3333000918"
